First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name
423,Primal Kyogre,456,Shieldon,423,Primal Kyogre
644,Vanillite,50,Gloom,644,Vanillite
89,Magnemite,482,Chingling,482,Chingling
545,Giratina Altered Forme,35,Nidoran♀,545,Giratina Altered Forme
1,Bulbasaur,285,Poochyena,1,Bulbasaur
350,Mega Sharpedo,459,Wormadam Plant Cloak,350,Mega Sharpedo
126,Horsea,363,Cacnea,363,Cacnea
228,Qwilfish,325,Skitty,228,Qwilfish
440,Prinplup,133,Scyther,133,Scyther
43,Vulpix,643,Swanna,643,Swanna
206,Aipom,171,Quilava,206,Aipom
549,Manaphy,564,Patrat,549,Manaphy
392,Chimecho,645,Vanillish,392,Chimecho
113,Cubone,189,Igglybuff,113,Cubone
586,Gigalith,115,Hitmonlee,115,Hitmonlee
3,Venusaur,210,Wooper,3,Venusaur
724,Delphox,783,Pumpkaboo Large Size,724,Delphox
674,Haxorus,788,Gourgeist Super Size,674,Haxorus
529,Probopass,437,Monferno,437,Monferno
135,Electabuzz,73,Machop,135,Electabuzz
285,Poochyena,216,Misdreavus,216,Misdreavus
169,Meganium,486,Bronzong,169,Meganium
105,Drowzee,444,Staraptor,444,Staraptor
502,Skorupi,690,Braviary,690,Braviary
265,Suicune,208,Sunflora,265,Suicune
439,Piplup,568,Stoutland,568,Stoutland
106,Hypno,675,Cubchoo,106,Hypno
518,Electivire,405,Relicanth,518,Electivire
459,Wormadam Plant Cloak,25,Rattata,25,Rattata
151,Omastar,167,Chikorita,151,Omastar
615,Darumaka,634,Minccino,634,Minccino
578,Musharna,663,Klinklang,663,Klinklang
194,Mareep,473,Drifloon,473,Drifloon
188,Cleffa,368,Zangoose,368,Zangoose
288,Linoone,278,Combusken,288,Linoone
107,Krabby,435,Torterra,435,Torterra
70,Kadabra,434,Grotle,434,Grotle
651,Escavalier,757,Inkay,651,Escavalier
721,Chesnaught,141,Gyarados,141,Gyarados
789,Bergmite,749,Honedge,749,Honedge
568,Stoutland,574,Simisear,574,Simisear
484,Skuntank,357,Spoink,484,Skuntank
347,Swalot,229,Scizor,229,Scizor
706,Thundurus Therian Forme,2,Ivysaur,706,Thundurus Therian Forme
86,Slowpoke,594,Gurdurr,594,Gurdurr
584,Roggenrola,228,Qwilfish,228,Qwilfish
272,Celebi,36,Nidorina,272,Celebi
494,Garchomp,552,Shaymin Sky Forme,552,Shaymin Sky Forme
748,Meowstic Female,130,Staryu,748,Meowstic Female
58,Meowth,544,Regigigas,544,Regigigas
339,Manectric,83,Golem,339,Manectric
219,Girafarig,16,Butterfree,219,Girafarig
549,Manaphy,517,Tangrowth,549,Manaphy
337,Mega Medicham,549,Manaphy,549,Manaphy
665,Eelektrik,291,Beautifly,291,Beautifly
180,Ledyba,606,Scolipede,606,Scolipede
156,Snorlax,54,Venonat,54,Venonat
162,Dragonite,208,Sunflora,162,Dragonite
475,Buneary,643,Swanna,643,Swanna
261,Miltank,314,Slaking,314,Slaking
509,Mantyke,669,Litwick,509,Mantyke
601,Sewaddle,773,Dedenne,773,Dedenne
242,Remoraid,75,Machamp,242,Remoraid
748,Meowstic Female,29,Ekans,748,Meowstic Female
411,Beldum,25,Rattata,25,Rattata
399,Spheal,173,Totodile,173,Totodile
531,Froslass,455,Rampardos,455,Rampardos
203,Hoppip,86,Slowpoke,203,Hoppip
280,Mega Blaziken,638,Gothitelle,280,Mega Blaziken
57,Dugtrio,324,Nosepass,57,Dugtrio
242,Remoraid,140,Magikarp,140,Magikarp
779,Phantump,672,Axew,672,Axew
276,Mega Sceptile,478,Mismagius,276,Mega Sceptile
367,Mega Altaria,182,Spinarak,367,Mega Altaria
508,Lumineon,269,Mega Tyranitar,508,Lumineon
282,Marshtomp,583,Zebstrika,583,Zebstrika
161,Dragonair,644,Vanillite,161,Dragonair
362,Flygon,32,Raichu,32,Raichu
514,Magnezone,672,Axew,514,Magnezone
256,Tyrogue,567,Herdier,567,Herdier
541,Dialga,122,Chansey,541,Dialga
417,Registeel,390,Dusclops,417,Registeel
394,Mega Absol,267,Pupitar,394,Mega Absol
610,Lilligant,440,Prinplup,610,Lilligant
60,Psyduck,630,Trubbish,630,Trubbish
73,Machop,20,Mega Beedrill,20,Mega Beedrill
637,Gothorita,718,Genesect,718,Genesect
170,Cyndaquil,691,Vullaby,170,Cyndaquil
798,Hoopa Confined,410,Mega Salamence,410,Mega Salamence
64,Growlithe,408,Shelgon,64,Growlithe
386,Shuppet,384,Castform,384,Castform
401,Walrein,631,Garbodor,631,Garbodor
129,Seaking,409,Salamence,409,Salamence
285,Poochyena,146,Vaporeon,146,Vaporeon
632,Zorua,128,Goldeen,632,Zorua
152,Kabuto,450,Luxio,450,Luxio
735,Vivillon,26,Raticate,26,Raticate
513,Weavile,794,Yveltal,513,Weavile
614,Krookodile,237,Slugma,614,Krookodile
536,Fan Rotom,121,Rhydon,121,Rhydon
437,Monferno,116,Hitmonchan,437,Monferno
106,Hypno,490,Chatot,490,Chatot
487,Bonsly,294,Lotad,294,Lotad
449,Shinx,685,Golurk,685,Golurk
37,Nidoqueen,391,Tropius,391,Tropius
293,Dustox,772,Hawlucha,772,Hawlucha
80,Tentacruel,481,Purugly,481,Purugly
324,Nosepass,454,Cranidos,454,Cranidos
417,Registeel,634,Minccino,634,Minccino
81,Geodude,83,Golem,83,Golem
370,Lunatone,303,Pelipper,370,Lunatone
512,Mega Abomasnow,187,Pichu,512,Mega Abomasnow
312,Slakoth,631,Garbodor,631,Garbodor
314,Slaking,167,Chikorita,314,Slaking
511,Abomasnow,73,Machop,511,Abomasnow
537,Mow Rotom,461,Wormadam Trash Cloak,537,Mow Rotom
520,Togekiss,456,Shieldon,520,Togekiss
764,Clawitzer,17,Weedle,764,Clawitzer
307,Mega Gardevoir,316,Ninjask,316,Ninjask
77,Weepinbell,345,Roselia,345,Roselia
6,Charmeleon,306,Gardevoir,306,Gardevoir
661,Klink,728,Bunnelby,728,Bunnelby
780,Trevenant,107,Krabby,780,Trevenant
157,Articuno,401,Walrein,157,Articuno
384,Castform,688,Bouffalant,384,Castform
772,Hawlucha,258,Smoochum,772,Hawlucha
652,Foongus,557,Serperior,557,Serperior
141,Gyarados,395,Wynaut,141,Gyarados
741,Skiddo,275,Sceptile,275,Sceptile
182,Spinarak,794,Yveltal,794,Yveltal
446,Bibarel,732,Talonflame,732,Talonflame
104,Onix,79,Tentacool,79,Tentacool
475,Buneary,162,Dragonite,475,Buneary
42,Clefable,225,Mega Steelix,225,Mega Steelix
152,Kabuto,537,Mow Rotom,537,Mow Rotom
26,Raticate,302,Wingull,26,Raticate
273,Treecko,368,Zangoose,368,Zangoose
256,Tyrogue,594,Gurdurr,594,Gurdurr
13,Mega Blastoise,227,Granbull,13,Mega Blastoise
341,Plusle,798,Hoopa Confined,798,Hoopa Confined
276,Mega Sceptile,471,Gastrodon,276,Mega Sceptile
58,Meowth,669,Litwick,669,Litwick
714,Keldeo Ordinary Forme,345,Roselia,714,Keldeo Ordinary Forme
219,Girafarig,794,Yveltal,794,Yveltal
690,Braviary,564,Patrat,690,Braviary
402,Clamperl,717,Meloetta Pirouette Forme,717,Meloetta Pirouette Forme
181,Ledian,681,Mienfoo,181,Ledian
695,Deino,586,Gigalith,695,Deino
772,Hawlucha,492,Gible,772,Hawlucha
122,Chansey,266,Larvitar,122,Chansey
787,Gourgeist Large Size,377,Claydol,377,Claydol
748,Meowstic Female,412,Metang,748,Meowstic Female
42,Clefable,106,Hypno,106,Hypno
281,Mudkip,523,Glaceon,523,Glaceon
4,Mega Venusaur,301,Swellow,301,Swellow
564,Patrat,573,Pansear,573,Pansear
474,Drifblim,61,Golduck,61,Golduck
553,Arceus,430,DeoxysAttack Forme,430,DeoxysAttack Forme
86,Slowpoke,228,Qwilfish,228,Qwilfish
238,Magcargo,748,Meowstic Female,748,Meowstic Female
400,Sealeo,521,Yanmega,521,Yanmega
779,Phantump,451,Luxray,451,Luxray
518,Electivire,356,Torkoal,518,Electivire
492,Gible,114,Marowak,114,Marowak
423,Primal Kyogre,284,Mega Swampert,423,Primal Kyogre
297,Seedot,130,Staryu,130,Staryu
620,Crustle,789,Bergmite,620,Crustle
614,Krookodile,169,Meganium,614,Krookodile
519,Magmortar,160,Dratini,519,Magmortar
60,Psyduck,453,Roserade,453,Roserade
563,Samurott,179,Noctowl,179,Noctowl
617,Darmanitan Zen Mode,402,Clamperl,617,Darmanitan Zen Mode
774,Carbink,309,Masquerain,309,Masquerain
611,Basculin,531,Froslass,531,Froslass
275,Sceptile,7,Charizard,275,Sceptile
216,Misdreavus,485,Bronzor,216,Misdreavus
762,Dragalge,769,Amaura,769,Amaura
256,Tyrogue,225,Mega Steelix,256,Tyrogue
517,Tangrowth,318,Whismur,517,Tangrowth
141,Gyarados,488,Mime Jr.,141,Gyarados
636,Gothita,449,Shinx,449,Shinx
336,Medicham,776,Sliggoo,336,Medicham
559,Pignite,44,Ninetales,44,Ninetales
293,Dustox,575,Panpour,293,Dustox
434,Grotle,251,Phanpy,251,Phanpy
518,Electivire,452,Budew,518,Electivire
100,Gastly,150,Omanyte,100,Gastly
751,Aegislash Blade Forme,197,Mega Ampharos,751,Aegislash Blade Forme
89,Magnemite,283,Swampert,283,Swampert
450,Luxio,575,Panpour,575,Panpour
189,Igglybuff,370,Lunatone,370,Lunatone
262,Blissey,449,Shinx,262,Blissey
313,Vigoroth,263,Raikou,263,Raikou
269,Mega Tyranitar,607,Cottonee,269,Mega Tyranitar
421,Mega Latios,174,Croconaw,421,Mega Latios
40,Nidoking,708,Zekrom,40,Nidoking
282,Marshtomp,208,Sunflora,282,Marshtomp
191,Togetic,239,Swinub,239,Swinub
640,Duosion,17,Weedle,17,Weedle
622,Scrafty,727,Greninja,727,Greninja
7,Charizard,91,Farfetch'd,7,Charizard
729,Diggersby,693,Heatmor,729,Diggersby
739,Floette,767,Tyrunt,739,Floette
464,Vespiquen,625,Cofagrigus,464,Vespiquen
364,Cacturne,530,Dusknoir,364,Cacturne
355,Mega Camerupt,669,Litwick,669,Litwick
439,Piplup,397,Glalie,397,Glalie
774,Carbink,490,Chatot,490,Chatot
436,Chimchar,385,Kecleon,436,Chimchar
616,Darmanitan Standard Mode,140,Magikarp,616,Darmanitan Standard Mode
127,Seadra,687,Bisharp,127,Seadra
2,Ivysaur,38,Nidoran♂,2,Ivysaur
140,Magikarp,341,Plusle,341,Plusle
496,Munchlax,650,Karrablast,496,Munchlax
447,Kricketot,333,Aggron,333,Aggron
569,Purrloin,247,Houndour,569,Purrloin
449,Shinx,214,Murkrow,214,Murkrow
641,Reuniclus,746,Espurr,746,Espurr
55,Venomoth,310,Shroomish,55,Venomoth
185,Chinchou,540,Azelf,540,Azelf
560,Emboar,658,Galvantula,658,Galvantula
683,Druddigon,372,Barboach,372,Barboach
175,Feraligatr,491,Spiritomb,175,Feraligatr
270,Lugia,5,Charmander,270,Lugia
166,Mew,26,Raticate,166,Mew
109,Voltorb,200,Azumarill,109,Voltorb
208,Sunflora,186,Lanturn,186,Lanturn
284,Mega Swampert,620,Crustle,284,Mega Swampert
674,Haxorus,253,Porygon2,674,Haxorus
546,Giratina Origin Forme,572,Simisage,572,Simisage
332,Lairon,397,Glalie,397,Glalie
221,Forretress,219,Girafarig,219,Girafarig
400,Sealeo,202,Politoed,202,Politoed
660,Ferrothorn,397,Glalie,397,Glalie
481,Purugly,519,Magmortar,481,Purugly
14,Caterpie,169,Meganium,169,Meganium
185,Chinchou,698,Larvesta,185,Chinchou
693,Heatmor,472,Ambipom,472,Ambipom
798,Hoopa Confined,784,Pumpkaboo Super Size,798,Hoopa Confined
13,Mega Blastoise,570,Liepard,570,Liepard
334,Mega Aggron,283,Swampert,283,Swampert
72,Mega Alakazam,154,Aerodactyl,72,Mega Alakazam
94,Seel,718,Genesect,718,Genesect
181,Ledian,480,Glameow,480,Glameow
118,Koffing,313,Vigoroth,313,Vigoroth
668,Beheeyem,286,Mightyena,286,Mightyena
530,Dusknoir,328,Mega Sableye,328,Mega Sableye
449,Shinx,71,Alakazam,71,Alakazam
646,Vanilluxe,79,Tentacool,646,Vanilluxe
292,Cascoon,165,Mega Mewtwo Y,165,Mega Mewtwo Y
367,Mega Altaria,122,Chansey,367,Mega Altaria
279,Blaziken,760,Barbaracle,279,Blaziken
668,Beheeyem,180,Ledyba,180,Ledyba
289,Wurmple,755,Swirlix,755,Swirlix
629,Archeops,273,Treecko,629,Archeops
343,Volbeat,540,Azelf,540,Azelf
468,Cherubi,328,Mega Sableye,328,Mega Sableye
798,Hoopa Confined,181,Ledian,181,Ledian
7,Charizard,601,Sewaddle,7,Charizard
355,Mega Camerupt,97,Muk,97,Muk
180,Ledyba,625,Cofagrigus,625,Cofagrigus
496,Munchlax,245,Mantine,496,Munchlax
738,Flabébé,309,Masquerain,309,Masquerain
686,Pawniard,697,Hydreigon,697,Hydreigon
603,Leavanny,163,Mewtwo,163,Mewtwo
776,Sliggoo,561,Oshawott,776,Sliggoo
297,Seedot,43,Vulpix,43,Vulpix
500,Hippopotas,407,Bagon,407,Bagon
494,Garchomp,507,Finneon,494,Garchomp
530,Dusknoir,110,Electrode,110,Electrode
354,Camerupt,481,Purugly,481,Purugly
44,Ninetales,89,Magnemite,44,Ninetales
72,Mega Alakazam,607,Cottonee,72,Mega Alakazam
624,Yamask,696,Zweilous,696,Zweilous
323,Azurill,310,Shroomish,310,Shroomish
231,Shuckle,39,Nidorino,39,Nidorino
303,Pelipper,11,Wartortle,303,Pelipper
155,Mega Aerodactyl,682,Mienshao,155,Mega Aerodactyl
89,Magnemite,759,Binacle,759,Binacle
331,Aron,29,Ekans,331,Aron
708,Zekrom,30,Arbok,708,Zekrom
71,Alakazam,311,Breloom,71,Alakazam
651,Escavalier,244,Delibird,651,Escavalier
741,Skiddo,746,Espurr,746,Espurr
399,Spheal,570,Liepard,570,Liepard
737,Pyroar,179,Noctowl,737,Pyroar
15,Metapod,28,Fearow,28,Fearow
314,Slaking,717,Meloetta Pirouette Forme,717,Meloetta Pirouette Forme
683,Druddigon,663,Klinklang,663,Klinklang
517,Tangrowth,753,Spritzee,517,Tangrowth
357,Spoink,14,Caterpie,357,Spoink
524,Gliscor,149,Porygon,524,Gliscor
339,Manectric,327,Sableye,327,Sableye
786,Gourgeist Small Size,677,Cryogonal,677,Cryogonal
241,Corsola,478,Mismagius,478,Mismagius
748,Meowstic Female,355,Mega Camerupt,355,Mega Camerupt
575,Panpour,227,Granbull,575,Panpour
652,Foongus,766,Heliolisk,652,Foongus
357,Spoink,179,Noctowl,179,Noctowl
471,Gastrodon,86,Slowpoke,471,Gastrodon
681,Mienfoo,683,Druddigon,681,Mienfoo
415,Regirock,675,Cubchoo,415,Regirock
312,Slakoth,549,Manaphy,549,Manaphy
745,Furfrou,721,Chesnaught,745,Furfrou
297,Seedot,147,Jolteon,147,Jolteon
184,Crobat,305,Kirlia,184,Crobat
420,Latios,228,Qwilfish,420,Latios
748,Meowstic Female,214,Murkrow,214,Murkrow
679,Accelgor,329,Mawile,679,Accelgor
396,Snorunt,218,Wobbuffet,396,Snorunt
780,Trevenant,344,Illumise,344,Illumise
422,Kyogre,499,Mega Lucario,499,Mega Lucario
357,Spoink,615,Darumaka,357,Spoink
261,Miltank,422,Kyogre,261,Miltank
797,Mega Diancie,500,Hippopotas,797,Mega Diancie
122,Chansey,270,Lugia,270,Lugia
698,Larvesta,632,Zorua,632,Zorua
668,Beheeyem,91,Farfetch'd,91,Farfetch'd
714,Keldeo Ordinary Forme,675,Cubchoo,714,Keldeo Ordinary Forme
113,Cubone,342,Minun,113,Cubone
548,Phione,250,Kingdra,250,Kingdra
285,Poochyena,27,Spearow,27,Spearow
751,Aegislash Blade Forme,360,Trapinch,360,Trapinch
755,Swirlix,203,Hoppip,203,Hoppip
217,Unown,524,Gliscor,524,Gliscor
264,Entei,21,Pidgey,264,Entei
368,Zangoose,99,Cloyster,368,Zangoose
100,Gastly,509,Mantyke,100,Gastly
52,Paras,358,Grumpig,358,Grumpig
312,Slakoth,358,Grumpig,358,Grumpig
223,Gligar,450,Luxio,223,Gligar
564,Patrat,798,Hoopa Confined,798,Hoopa Confined
757,Inkay,293,Dustox,293,Dustox
184,Crobat,21,Pidgey,184,Crobat
156,Snorlax,711,Kyurem,711,Kyurem
683,Druddigon,548,Phione,548,Phione
127,Seadra,546,Giratina Origin Forme,546,Giratina Origin Forme
705,Thundurus Incarnate Forme,358,Grumpig,705,Thundurus Incarnate Forme
798,Hoopa Confined,116,Hitmonchan,116,Hitmonchan
195,Flaaffy,325,Skitty,325,Skitty
474,Drifblim,431,Deoxys Defense Forme,431,Deoxys Defense Forme
40,Nidoking,536,Fan Rotom,536,Fan Rotom
109,Voltorb,54,Venonat,109,Voltorb
331,Aron,772,Hawlucha,772,Hawlucha
566,Lillipup,422,Kyogre,422,Kyogre
532,Rotom,747,Meowstic Male,747,Meowstic Male
370,Lunatone,728,Bunnelby,370,Lunatone
165,Mega Mewtwo Y,791,Noibat,165,Mega Mewtwo Y
760,Barbaracle,572,Simisage,572,Simisage
324,Nosepass,239,Swinub,239,Swinub
178,Hoothoot,113,Cubone,178,Hoothoot
374,Corphish,540,Azelf,540,Azelf
192,Natu,602,Swadloon,192,Natu
437,Monferno,112,Exeggutor,437,Monferno
645,Vanillish,378,Lileep,645,Vanillish
69,Abra,186,Lanturn,69,Abra
371,Solrock,213,Umbreon,371,Solrock
291,Beautifly,65,Arcanine,65,Arcanine
334,Mega Aggron,92,Doduo,92,Doduo
290,Silcoon,455,Rampardos,455,Rampardos
23,Pidgeot,485,Bronzor,23,Pidgeot
39,Nidorino,516,Rhyperior,516,Rhyperior
395,Wynaut,248,Houndoom,248,Houndoom
729,Diggersby,237,Slugma,729,Diggersby
575,Panpour,406,Luvdisc,406,Luvdisc
514,Magnezone,681,Mienfoo,681,Mienfoo
578,Musharna,719,Chespin,719,Chespin
538,Uxie,611,Basculin,611,Basculin
69,Abra,125,Mega Kangaskhan,125,Mega Kangaskhan
378,Lileep,494,Garchomp,494,Garchomp
386,Shuppet,686,Pawniard,686,Pawniard
280,Mega Blaziken,676,Beartic,280,Mega Blaziken
67,Poliwhirl,741,Skiddo,67,Poliwhirl
574,Simisear,333,Aggron,574,Simisear
572,Simisage,118,Koffing,572,Simisage
749,Honedge,712,Kyurem Black Kyurem,712,Kyurem Black Kyurem
63,,246,Skarmory,63,
708,Zekrom,577,Munna,708,Zekrom
522,Leafeon,68,Poliwrath,522,Leafeon
759,Binacle,722,Fennekin,722,Fennekin
75,Machamp,7,Charizard,7,Charizard
746,Espurr,313,Vigoroth,313,Vigoroth
353,Numel,137,Pinsir,137,Pinsir
708,Zekrom,4,Mega Venusaur,708,Zekrom
374,Corphish,67,Poliwhirl,67,Poliwhirl
451,Luxray,472,Ambipom,472,Ambipom
156,Snorlax,132,Mr. Mime,156,Snorlax
800,Volcanion,157,Articuno,157,Articuno
354,Camerupt,642,Ducklett,642,Ducklett
23,Pidgeot,112,Exeggutor,23,Pidgeot
617,Darmanitan Zen Mode,443,Staravia,443,Staravia
508,Lumineon,653,Amoonguss,653,Amoonguss
35,Nidoran♀,522,Leafeon,522,Leafeon
772,Hawlucha,387,Banette,387,Banette
523,Glaceon,445,Bidoof,523,Glaceon
25,Rattata,629,Archeops,629,Archeops
798,Hoopa Confined,210,Wooper,798,Hoopa Confined
254,Stantler,499,Mega Lucario,499,Mega Lucario
660,Ferrothorn,523,Glaceon,523,Glaceon
462,Mothim,723,Braixen,723,Braixen
670,Lampent,751,Aegislash Blade Forme,751,Aegislash Blade Forme
475,Buneary,312,Slakoth,475,Buneary
553,Arceus,196,Ampharos,553,Arceus
20,Mega Beedrill,227,Granbull,20,Mega Beedrill
374,Corphish,252,Donphan,252,Donphan
328,Mega Sableye,36,Nidorina,36,Nidorina
352,Wailord,361,Vibrava,361,Vibrava
63,,341,Plusle,341,Plusle
667,Elgyem,671,Chandelure,671,Chandelure
282,Marshtomp,726,Frogadier,726,Frogadier
508,Lumineon,274,Grovyle,274,Grovyle
575,Panpour,10,Squirtle,575,Panpour
789,Bergmite,315,Nincada,315,Nincada
302,Wingull,106,Hypno,302,Wingull
413,Metagross,748,Meowstic Female,748,Meowstic Female
531,Froslass,254,Stantler,254,Stantler
495,Mega Garchomp,355,Mega Camerupt,495,Mega Garchomp
710,Landorus Therian Forme,770,Aurorus,710,Landorus Therian Forme
295,Lombre,31,Pikachu,31,Pikachu
542,Palkia,312,Slakoth,542,Palkia
595,Conkeldurr,104,Onix,595,Conkeldurr
538,Uxie,32,Raichu,32,Raichu
363,Cacnea,685,Golurk,685,Golurk
298,Nuzleaf,476,Lopunny,476,Lopunny
134,Jynx,711,Kyurem,711,Kyurem
769,Amaura,409,Salamence,409,Salamence
11,Wartortle,212,Espeon,212,Espeon
601,Sewaddle,638,Gothitelle,638,Gothitelle
399,Spheal,460,Wormadam Sandy Cloak,460,Wormadam Sandy Cloak
385,Kecleon,224,Steelix,385,Kecleon
487,Bonsly,733,Scatterbug,487,Bonsly
35,Nidoran♀,56,Diglett,56,Diglett
283,Swampert,165,Mega Mewtwo Y,165,Mega Mewtwo Y
762,Dragalge,352,Wailord,352,Wailord
383,Milotic,65,Arcanine,65,Arcanine
725,Froakie,142,Mega Gyarados,142,Mega Gyarados
600,Sawk,659,Ferroseed,600,Sawk
452,Budew,714,Keldeo Ordinary Forme,714,Keldeo Ordinary Forme
173,Totodile,517,Tangrowth,517,Tangrowth
102,Gengar,502,Skorupi,102,Gengar
117,Lickitung,535,Frost Rotom,535,Frost Rotom
213,Umbreon,76,Bellsprout,213,Umbreon
602,Swadloon,681,Mienfoo,681,Mienfoo
328,Mega Sableye,341,Plusle,341,Plusle
224,Steelix,635,Cinccino,635,Cinccino
658,Galvantula,153,Kabutops,658,Galvantula
622,Scrafty,451,Luxray,451,Luxray
661,Klink,64,Growlithe,64,Growlithe
229,Scizor,628,Archen,628,Archen
402,Clamperl,739,Floette,739,Floette
553,Arceus,212,Espeon,553,Arceus
308,Surskit,85,Rapidash,85,Rapidash
491,Spiritomb,710,Landorus Therian Forme,710,Landorus Therian Forme
772,Hawlucha,309,Masquerain,772,Hawlucha
164,Mega Mewtwo X,780,Trevenant,164,Mega Mewtwo X
502,Skorupi,574,Simisear,574,Simisear
34,Sandslash,126,Horsea,34,Sandslash
528,Mega Gallade,195,Flaaffy,528,Mega Gallade
435,Torterra,272,Celebi,272,Celebi
793,Xerneas,634,Minccino,793,Xerneas
260,Magby,408,Shelgon,260,Magby
546,Giratina Origin Forme,668,Beheeyem,546,Giratina Origin Forme
342,Minun,588,Swoobat,588,Swoobat
138,Mega Pinsir,599,Throh,138,Mega Pinsir
488,Mime Jr.,105,Drowzee,488,Mime Jr.
638,Gothitelle,664,Tynamo,638,Gothitelle
247,Houndour,711,Kyurem,711,Kyurem
342,Minun,584,Roggenrola,584,Roggenrola
149,Porygon,38,Nidoran♂,38,Nidoran♂
628,Archen,758,Malamar,758,Malamar
366,Altaria,582,Blitzle,366,Altaria
346,Gulpin,758,Malamar,758,Malamar
215,Slowking,354,Camerupt,354,Camerupt
4,Mega Venusaur,449,Shinx,4,Mega Venusaur
347,Swalot,115,Hitmonlee,115,Hitmonlee
649,Emolga,641,Reuniclus,649,Emolga
435,Torterra,307,Mega Gardevoir,307,Mega Gardevoir
300,Taillow,769,Amaura,300,Taillow
19,Beedrill,438,Infernape,438,Infernape
353,Numel,519,Magmortar,519,Magmortar
333,Aggron,311,Breloom,311,Breloom
584,Roggenrola,218,Wobbuffet,218,Wobbuffet
333,Aggron,483,Stunky,483,Stunky
569,Purrloin,237,Slugma,569,Purrloin
574,Simisear,188,Cleffa,574,Simisear
313,Vigoroth,52,Paras,313,Vigoroth
160,Dratini,531,Froslass,531,Froslass
131,Starmie,626,Tirtouga,131,Starmie
418,Latias,174,Croconaw,418,Latias
282,Marshtomp,220,Pineco,282,Marshtomp
577,Munna,493,Gabite,493,Gabite
83,Golem,626,Tirtouga,83,Golem
676,Beartic,410,Mega Salamence,410,Mega Salamence
210,Wooper,206,Aipom,206,Aipom
134,Jynx,344,Illumise,134,Jynx
399,Spheal,53,Parasect,53,Parasect
310,Shroomish,494,Garchomp,494,Garchomp
639,Solosis,575,Panpour,575,Panpour
710,Landorus Therian Forme,564,Patrat,710,Landorus Therian Forme
538,Uxie,783,Pumpkaboo Large Size,538,Uxie
140,Magikarp,162,Dragonite,162,Dragonite
160,Dratini,548,Phione,548,Phione
254,Stantler,446,Bibarel,254,Stantler
543,Heatran,103,Mega Gengar,103,Mega Gengar
752,Aegislash Shield Forme,119,Weezing,119,Weezing
610,Lilligant,2,Ivysaur,610,Lilligant
308,Surskit,64,Growlithe,308,Surskit
338,Electrike,787,Gourgeist Large Size,787,Gourgeist Large Size
386,Shuppet,614,Krookodile,614,Krookodile
300,Taillow,367,Mega Altaria,300,Taillow
421,Mega Latios,484,Skuntank,484,Skuntank
478,Mismagius,555,Snivy,478,Mismagius
670,Lampent,743,Pancham,670,Lampent
121,Rhydon,615,Darumaka,615,Darumaka
70,Kadabra,82,Graveler,82,Graveler
452,Budew,245,Mantine,245,Mantine
69,Abra,526,Porygon-Z,526,Porygon-Z
522,Leafeon,671,Chandelure,522,Leafeon
780,Trevenant,647,Deerling,647,Deerling
646,Vanilluxe,21,Pidgey,646,Vanilluxe
708,Zekrom,409,Salamence,409,Salamence
499,Mega Lucario,588,Swoobat,588,Swoobat
492,Gible,310,Shroomish,492,Gible
737,Pyroar,525,Mamoswine,737,Pyroar
391,Tropius,441,Empoleon,441,Empoleon
324,Nosepass,401,Walrein,401,Walrein
308,Surskit,554,Victini,554,Victini
137,Pinsir,464,Vespiquen,137,Pinsir
572,Simisage,296,Ludicolo,572,Simisage
684,Golett,593,Timburr,593,Timburr
568,Stoutland,238,Magcargo,568,Stoutland
105,Drowzee,550,Darkrai,550,Darkrai
488,Mime Jr.,760,Barbaracle,760,Barbaracle
656,Alomomola,279,Blaziken,279,Blaziken
658,Galvantula,758,Malamar,658,Galvantula
320,Exploud,631,Garbodor,631,Garbodor
15,Metapod,608,Whimsicott,608,Whimsicott
92,Doduo,360,Trapinch,92,Doduo
454,Cranidos,223,Gligar,223,Gligar
628,Archen,636,Gothita,628,Archen
1,Bulbasaur,579,Pidove,1,Bulbasaur
115,Hitmonlee,486,Bronzong,115,Hitmonlee
636,Gothita,614,Krookodile,614,Krookodile
516,Rhyperior,568,Stoutland,568,Stoutland
260,Magby,213,Umbreon,260,Magby
196,Ampharos,500,Hippopotas,500,Hippopotas
74,Machoke,326,Delcatty,326,Delcatty
460,Wormadam Sandy Cloak,704,Tornadus Therian Forme,704,Tornadus Therian Forme
684,Golett,6,Charmeleon,6,Charmeleon
333,Aggron,799,Hoopa Unbound,799,Hoopa Unbound
99,Cloyster,656,Alomomola,99,Cloyster
25,Rattata,59,Persian,59,Persian
364,Cacturne,730,Fletchling,730,Fletchling
612,Sandile,347,Swalot,612,Sandile
177,Furret,187,Pichu,177,Furret
150,Omanyte,734,Spewpa,150,Omanyte
96,Grimer,160,Dratini,160,Dratini
770,Aurorus,385,Kecleon,770,Aurorus
566,Lillipup,62,Mankey,62,Mankey
65,Arcanine,255,Smeargle,65,Arcanine
166,Mew,146,Vaporeon,166,Mew
212,Espeon,684,Golett,684,Golett
601,Sewaddle,120,Rhyhorn,601,Sewaddle
702,Virizion,7,Charizard,702,Virizion
289,Wurmple,683,Druddigon,683,Druddigon
178,Hoothoot,470,Shellos,178,Hoothoot
426,Rayquaza,668,Beheeyem,426,Rayquaza
50,Gloom,229,Scizor,229,Scizor
699,Volcarona,170,Cyndaquil,699,Volcarona
551,Shaymin Land Forme,300,Taillow,551,Shaymin Land Forme
