First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name,Winner_bool
682,Mienshao,609,Petilil,682,Mienshao,1
543,Heatran,181,Ledian,181,Ledian,0
447,Kricketot,713,Kyurem White Kyurem,713,Kyurem White Kyurem,0
261,Miltank,577,Munna,261,Miltank,1
530,Dusknoir,134,Jynx,134,Jynx,0
639,Solosis,35,Nidoran♀,35,Nidoran♀,0
356,Torkoal,604,Venipede,356,Torkoal,1
680,Stunfisk,288,Linoone,288,Linoone,0
181,Ledian,715,Keldeo Resolute Forme,715,Keldeo Resolute Forme,0
622,Scrafty,267,Pupitar,622,Scrafty,1
296,Ludicolo,169,Meganium,169,Meganium,0
432,Deoxys Speed Forme,797,Mega Diancie,432,Deoxys Speed Forme,1
584,Roggenrola,317,Shedinja,317,Shedinja,0
383,Milotic,107,Krabby,383,Milotic,1
30,Arbok,138,Mega Pinsir,138,Mega Pinsir,0
51,Vileplume,681,Mienfoo,681,Mienfoo,0
321,Makuhita,612,Sandile,612,Sandile,0
156,Snorlax,426,Rayquaza,426,Rayquaza,0
340,Mega Manectric,603,Leavanny,340,Mega Manectric,1
709,Landorus Incarnate Forme,296,Ludicolo,709,Landorus Incarnate Forme,1
395,Wynaut,392,Chimecho,392,Chimecho,0
500,Hippopotas,543,Heatran,543,Heatran,0
558,Tepig,431,Deoxys Defense Forme,431,Deoxys Defense Forme,0
405,Relicanth,665,Eelektrik,405,Relicanth,1
585,Boldore,110,Electrode,585,Boldore,1
39,Nidorino,282,Marshtomp,39,Nidorino,1
315,Nincada,460,Wormadam Sandy Cloak,315,Nincada,1
373,Whiscash,163,Mewtwo,163,Mewtwo,0
784,Pumpkaboo Super Size,2,Ivysaur,2,Ivysaur,0
758,Malamar,776,Sliggoo,758,Malamar,1
585,Boldore,294,Lotad,294,Lotad,0
107,Krabby,75,Machamp,75,Machamp,0
312,Slakoth,42,Clefable,42,Clefable,0
542,Palkia,27,Spearow,542,Palkia,1
13,Mega Blastoise,716,Meloetta Aria Forme,716,Meloetta Aria Forme,0
482,Chingling,344,Illumise,344,Illumise,0
291,Beautifly,247,Houndour,247,Houndour,0
176,Sentret,554,Victini,554,Victini,0
173,Totodile,319,Loudred,319,Loudred,0
45,Jigglypuff,524,Gliscor,524,Gliscor,0
326,Delcatty,599,Throh,326,Delcatty,1
103,Mega Gengar,56,Diglett,103,Mega Gengar,1
615,Darumaka,420,Latios,420,Latios,0
17,Weedle,485,Bronzor,17,Weedle,1
579,Pidove,377,Claydol,377,Claydol,0
553,Arceus,158,Zapdos,553,Arceus,1
684,Golett,781,Pumpkaboo Average Size,781,Pumpkaboo Average Size,0
1,Bulbasaur,372,Barboach,372,Barboach,0
304,Ralts,127,Seadra,127,Seadra,0
148,Flareon,262,Blissey,148,Flareon,1
666,Eelektross,68,Poliwrath,68,Poliwrath,0
116,Hitmonchan,732,Talonflame,732,Talonflame,0
213,Umbreon,36,Nidorina,213,Umbreon,1
152,Kabuto,411,Beldum,152,Kabuto,1
595,Conkeldurr,431,Deoxys Defense Forme,431,Deoxys Defense Forme,0
164,Mega Mewtwo X,395,Wynaut,164,Mega Mewtwo X,1
421,Mega Latios,319,Loudred,421,Mega Latios,1
215,Slowking,406,Luvdisc,215,Slowking,1
568,Stoutland,672,Axew,568,Stoutland,1
244,Delibird,679,Accelgor,679,Accelgor,0
138,Mega Pinsir,79,Tentacool,138,Mega Pinsir,1
316,Ninjask,430,DeoxysAttack Forme,316,Ninjask,1
163,Mewtwo,456,Shieldon,163,Mewtwo,1
328,Mega Sableye,30,Arbok,30,Arbok,0
351,Wailmer,204,Skiploom,204,Skiploom,0
365,Swablu,452,Budew,452,Budew,0
562,Dewott,347,Swalot,562,Dewott,1
606,Scolipede,711,Kyurem,606,Scolipede,1
5,Charmander,423,Primal Kyogre,423,Primal Kyogre,0
750,Doublade,624,Yamask,624,Yamask,0
328,Mega Sableye,709,Landorus Incarnate Forme,709,Landorus Incarnate Forme,0
79,Tentacool,757,Inkay,79,Tentacool,1
440,Prinplup,514,Magnezone,514,Magnezone,0
224,Steelix,562,Dewott,562,Dewott,0
597,Palpitoad,477,Mega Lopunny,477,Mega Lopunny,0
184,Crobat,9,Mega Charizard Y,184,Crobat,1
488,Mime Jr.,593,Timburr,488,Mime Jr.,1
537,Mow Rotom,95,Dewgong,537,Mow Rotom,1
702,Virizion,95,Dewgong,702,Virizion,1
628,Archen,208,Sunflora,628,Archen,1
499,Mega Lucario,716,Meloetta Aria Forme,499,Mega Lucario,1
336,Medicham,70,Kadabra,70,Kadabra,0
475,Buneary,764,Clawitzer,475,Buneary,1
277,Torchic,313,Vigoroth,313,Vigoroth,0
267,Pupitar,725,Froakie,725,Froakie,0
700,Cobalion,283,Swampert,700,Cobalion,1
535,Frost Rotom,740,Florges,535,Frost Rotom,1
220,Pineco,595,Conkeldurr,595,Conkeldurr,0
253,Porygon2,686,Pawniard,686,Pawniard,0
24,Mega Pidgeot,756,Slurpuff,24,Mega Pidgeot,1
382,Feebas,771,Sylveon,771,Sylveon,0
56,Diglett,261,Miltank,261,Miltank,0
384,Castform,465,Pachirisu,465,Pachirisu,0
786,Gourgeist Small Size,490,Chatot,490,Chatot,0
159,Moltres,566,Lillipup,159,Moltres,1
301,Swellow,233,Mega Heracross,301,Swellow,1
18,Kakuna,785,Gourgeist Average Size,785,Gourgeist Average Size,0
424,Groudon,154,Aerodactyl,154,Aerodactyl,0
740,Florges,602,Swadloon,740,Florges,1
678,Shelmet,387,Banette,387,Banette,0
737,Pyroar,577,Munna,737,Pyroar,1
176,Sentret,357,Spoink,357,Spoink,0
498,Lucario,483,Stunky,498,Lucario,1
565,Watchog,460,Wormadam Sandy Cloak,565,Watchog,1
570,Liepard,445,Bidoof,570,Liepard,1
529,Probopass,625,Cofagrigus,529,Probopass,1
600,Sawk,389,Duskull,389,Duskull,0
100,Gastly,421,Mega Latios,421,Mega Latios,0
683,Druddigon,740,Florges,740,Florges,0
114,Marowak,279,Blaziken,279,Blaziken,0
249,Mega Houndoom,433,Turtwig,249,Mega Houndoom,1
626,Tirtouga,560,Emboar,560,Emboar,0
89,Magnemite,148,Flareon,148,Flareon,0
766,Heliolisk,427,Mega Rayquaza,427,Mega Rayquaza,0
718,Genesect,461,Wormadam Trash Cloak,718,Genesect,1
269,Mega Tyranitar,180,Ledyba,269,Mega Tyranitar,1
694,Durant,668,Beheeyem,694,Durant,1
432,Deoxys Speed Forme,415,Regirock,432,Deoxys Speed Forme,1
1,Bulbasaur,649,Emolga,649,Emolga,0
729,Diggersby,463,Combee,463,Combee,0
18,Kakuna,530,Dusknoir,530,Dusknoir,0
631,Garbodor,691,Vullaby,631,Garbodor,1
267,Pupitar,676,Beartic,267,Pupitar,1
94,Seel,1,Bulbasaur,1,Bulbasaur,0
580,Tranquill,570,Liepard,570,Liepard,0
623,Sigilyph,545,Giratina Altered Forme,623,Sigilyph,1
665,Eelektrik,797,Mega Diancie,797,Mega Diancie,0
173,Totodile,734,Spewpa,173,Totodile,1
21,Pidgey,384,Castform,384,Castform,0
464,Vespiquen,255,Smeargle,464,Vespiquen,1
623,Sigilyph,5,Charmander,623,Sigilyph,1
188,Cleffa,235,Teddiursa,235,Teddiursa,0
129,Seaking,577,Munna,129,Seaking,1
392,Chimecho,717,Meloetta Pirouette Forme,717,Meloetta Pirouette Forme,0
318,Whismur,338,Electrike,338,Electrike,0
728,Bunnelby,98,Shellder,728,Bunnelby,1
687,Bisharp,359,Spinda,687,Bisharp,1
567,Herdier,439,Piplup,567,Herdier,1
643,Swanna,346,Gulpin,643,Swanna,1
613,Krokorok,5,Charmander,613,Krokorok,1
478,Mismagius,764,Clawitzer,478,Mismagius,1
646,Vanilluxe,642,Ducklett,646,Vanilluxe,1
26,Raticate,110,Electrode,110,Electrode,0
7,Charizard,391,Tropius,7,Charizard,1
517,Tangrowth,92,Doduo,92,Doduo,0
691,Vullaby,550,Darkrai,550,Darkrai,0
128,Goldeen,759,Binacle,128,Goldeen,1
20,Mega Beedrill,358,Grumpig,20,Mega Beedrill,1
717,Meloetta Pirouette Forme,32,Raichu,717,Meloetta Pirouette Forme,1
370,Lunatone,654,Frillish,370,Lunatone,1
38,Nidoran♂,708,Zekrom,708,Zekrom,0
271,Ho-oh,736,Litleo,271,Ho-oh,1
545,Giratina Altered Forme,484,Skuntank,545,Giratina Altered Forme,1
230,Mega Scizor,580,Tranquill,230,Mega Scizor,1
711,Kyurem,304,Ralts,711,Kyurem,1
445,Bidoof,526,Porygon-Z,526,Porygon-Z,0
700,Cobalion,747,Meowstic Male,700,Cobalion,1
154,Aerodactyl,257,Hitmontop,154,Aerodactyl,1
22,Pidgeotto,319,Loudred,22,Pidgeotto,1
368,Zangoose,557,Serperior,557,Serperior,0
768,Tyrantrum,385,Kecleon,768,Tyrantrum,1
700,Cobalion,378,Lileep,700,Cobalion,1
372,Barboach,558,Tepig,372,Barboach,1
283,Swampert,522,Leafeon,522,Leafeon,0
353,Numel,247,Houndour,247,Houndour,0
504,Croagunk,225,Mega Steelix,225,Mega Steelix,0
532,Rotom,564,Patrat,564,Patrat,0
208,Sunflora,778,Klefki,778,Klefki,0
726,Frogadier,428,Jirachi,428,Jirachi,0
406,Luvdisc,737,Pyroar,737,Pyroar,0
531,Froslass,352,Wailord,352,Wailord,0
552,Shaymin Sky Forme,418,Latias,552,Shaymin Sky Forme,1
217,Unown,38,Nidoran♂,38,Nidoran♂,0
761,Skrelp,104,Onix,104,Onix,0
281,Mudkip,795,Zygarde Half Forme,795,Zygarde Half Forme,0
784,Pumpkaboo Super Size,354,Camerupt,784,Pumpkaboo Super Size,1
732,Talonflame,290,Silcoon,732,Talonflame,1
261,Miltank,423,Primal Kyogre,261,Miltank,1
194,Mareep,356,Torkoal,194,Mareep,1
363,Cacnea,28,Fearow,28,Fearow,0
560,Emboar,420,Latios,420,Latios,0
675,Cubchoo,587,Woobat,587,Woobat,0
557,Serperior,234,Sneasel,234,Sneasel,0
331,Aron,239,Swinub,239,Swinub,0
71,Alakazam,115,Hitmonlee,71,Alakazam,1
64,Growlithe,680,Stunfisk,64,Growlithe,1
53,Parasect,177,Furret,177,Furret,0
800,Volcanion,248,Houndoom,248,Houndoom,0
339,Manectric,121,Rhydon,121,Rhydon,0
781,Pumpkaboo Average Size,8,Mega Charizard X,8,Mega Charizard X,0
769,Amaura,356,Torkoal,769,Amaura,1
548,Phione,627,Carracosta,548,Phione,1
449,Shinx,547,Cresselia,547,Cresselia,0
598,Seismitoad,39,Nidorino,598,Seismitoad,1
77,Weepinbell,179,Noctowl,179,Noctowl,0
623,Sigilyph,572,Simisage,572,Simisage,0
611,Basculin,241,Corsola,611,Basculin,1
455,Rampardos,353,Numel,455,Rampardos,1
272,Celebi,106,Hypno,272,Celebi,1
763,Clauncher,597,Palpitoad,597,Palpitoad,0
121,Rhydon,584,Roggenrola,121,Rhydon,1
161,Dragonair,705,Thundurus Incarnate Forme,705,Thundurus Incarnate Forme,0
440,Prinplup,658,Galvantula,658,Galvantula,0
141,Gyarados,237,Slugma,141,Gyarados,1
394,Mega Absol,614,Krookodile,394,Mega Absol,1
796,Diancie,604,Venipede,604,Venipede,0
284,Mega Swampert,73,Machop,284,Mega Swampert,1
786,Gourgeist Small Size,727,Greninja,727,Greninja,0
126,Horsea,592,Mega Audino,126,Horsea,1
476,Lopunny,527,Gallade,476,Lopunny,1
648,Sawsbuck,698,Larvesta,648,Sawsbuck,1
723,Braixen,684,Golett,684,Golett,0
523,Glaceon,599,Throh,523,Glaceon,1
327,Sableye,285,Poochyena,285,Poochyena,0
228,Qwilfish,504,Croagunk,228,Qwilfish,1
363,Cacnea,277,Torchic,277,Torchic,0
149,Porygon,670,Lampent,670,Lampent,0
755,Swirlix,234,Sneasel,234,Sneasel,0
25,Rattata,1,Bulbasaur,25,Rattata,1
335,Meditite,540,Azelf,540,Azelf,0
76,Bellsprout,256,Tyrogue,76,Bellsprout,1
565,Watchog,4,Mega Venusaur,4,Mega Venusaur,0
482,Chingling,324,Nosepass,482,Chingling,1
230,Mega Scizor,745,Furfrou,745,Furfrou,0
82,Graveler,81,Geodude,82,Graveler,1
207,Sunkern,445,Bidoof,445,Bidoof,0
763,Clauncher,498,Lucario,498,Lucario,0
342,Minun,73,Machop,342,Minun,1
478,Mismagius,431,Deoxys Defense Forme,478,Mismagius,1
646,Vanilluxe,211,Quagsire,646,Vanilluxe,1
669,Litwick,542,Palkia,542,Palkia,0
759,Binacle,157,Articuno,157,Articuno,0
648,Sawsbuck,368,Zangoose,648,Sawsbuck,1
455,Rampardos,315,Nincada,455,Rampardos,1
709,Landorus Incarnate Forme,548,Phione,709,Landorus Incarnate Forme,1
742,Gogoat,749,Honedge,749,Honedge,0
354,Camerupt,270,Lugia,270,Lugia,0
15,Metapod,330,Mega Mawile,330,Mega Mawile,0
79,Tentacool,642,Ducklett,79,Tentacool,1
610,Lilligant,603,Leavanny,603,Leavanny,0
481,Purugly,115,Hitmonlee,481,Purugly,1
354,Camerupt,540,Azelf,540,Azelf,0
142,Mega Gyarados,240,Piloswine,142,Mega Gyarados,1
281,Mudkip,148,Flareon,148,Flareon,0
446,Bibarel,515,Lickilicky,446,Bibarel,1
684,Golett,311,Breloom,684,Golett,1
54,Venonat,522,Leafeon,522,Leafeon,0
485,Bronzor,663,Klinklang,663,Klinklang,0
428,Jirachi,447,Kricketot,428,Jirachi,1
287,Zigzagoon,289,Wurmple,287,Zigzagoon,1
18,Kakuna,275,Sceptile,275,Sceptile,0
71,Alakazam,158,Zapdos,71,Alakazam,1
186,Lanturn,708,Zekrom,708,Zekrom,0
513,Weavile,353,Numel,513,Weavile,1
551,Shaymin Land Forme,296,Ludicolo,551,Shaymin Land Forme,1
524,Gliscor,558,Tepig,524,Gliscor,1
778,Klefki,165,Mega Mewtwo Y,165,Mega Mewtwo Y,0
148,Flareon,310,Shroomish,148,Flareon,1
431,Deoxys Defense Forme,291,Beautifly,431,Deoxys Defense Forme,1
606,Scolipede,249,Mega Houndoom,249,Mega Houndoom,0
51,Vileplume,211,Quagsire,51,Vileplume,1
108,Kingler,416,Regice,108,Kingler,1
262,Blissey,416,Regice,262,Blissey,1
356,Torkoal,401,Walrein,401,Walrein,0
770,Aurorus,310,Shroomish,770,Aurorus,1
237,Slugma,629,Archeops,629,Archeops,0
143,Lapras,653,Amoonguss,143,Lapras,1
214,Murkrow,79,Tentacool,214,Murkrow,1
148,Flareon,564,Patrat,148,Flareon,1
588,Swoobat,121,Rhydon,121,Rhydon,0
576,Simipour,109,Voltorb,576,Simipour,1
25,Rattata,511,Abomasnow,25,Rattata,1
622,Scrafty,175,Feraligatr,175,Feraligatr,0
615,Darumaka,146,Vaporeon,146,Vaporeon,0
221,Forretress,192,Natu,221,Forretress,1
94,Seel,217,Unown,217,Unown,0
629,Archeops,352,Wailord,629,Archeops,1
646,Vanilluxe,551,Shaymin Land Forme,551,Shaymin Land Forme,0
37,Nidoqueen,173,Totodile,37,Nidoqueen,1
210,Wooper,744,Pangoro,744,Pangoro,0
656,Alomomola,559,Pignite,656,Alomomola,1
575,Panpour,755,Swirlix,575,Panpour,1
243,Octillery,702,Virizion,702,Virizion,0
130,Staryu,110,Electrode,110,Electrode,0
454,Cranidos,63,,63,,0
189,Igglybuff,550,Darkrai,550,Darkrai,0
533,Heat Rotom,258,Smoochum,533,Heat Rotom,1
413,Metagross,294,Lotad,413,Metagross,1
296,Ludicolo,363,Cacnea,296,Ludicolo,1
216,Misdreavus,157,Articuno,157,Articuno,0
375,Crawdaunt,497,Riolu,497,Riolu,0
393,Absol,340,Mega Manectric,340,Mega Manectric,0
733,Scatterbug,536,Fan Rotom,536,Fan Rotom,0
349,Sharpedo,689,Rufflet,349,Sharpedo,1
518,Electivire,158,Zapdos,158,Zapdos,0
633,Zoroark,181,Ledian,633,Zoroark,1
98,Shellder,364,Cacturne,364,Cacturne,0
789,Bergmite,247,Houndour,247,Houndour,0
188,Cleffa,194,Mareep,194,Mareep,0
347,Swalot,280,Mega Blaziken,280,Mega Blaziken,0
336,Medicham,112,Exeggutor,336,Medicham,1
677,Cryogonal,341,Plusle,677,Cryogonal,1
209,Yanma,559,Pignite,209,Yanma,1
14,Caterpie,49,Oddish,14,Caterpie,1
777,Goodra,770,Aurorus,777,Goodra,1
506,Carnivine,192,Natu,192,Natu,0
17,Weedle,386,Shuppet,17,Weedle,1
207,Sunkern,480,Glameow,480,Glameow,0
598,Seismitoad,265,Suicune,265,Suicune,0
697,Hydreigon,32,Raichu,32,Raichu,0
188,Cleffa,727,Greninja,727,Greninja,0
89,Magnemite,370,Lunatone,370,Lunatone,0
21,Pidgey,124,Kangaskhan,124,Kangaskhan,0
81,Geodude,594,Gurdurr,594,Gurdurr,0
280,Mega Blaziken,503,Drapion,280,Mega Blaziken,1
410,Mega Salamence,600,Sawk,410,Mega Salamence,1
705,Thundurus Incarnate Forme,708,Zekrom,705,Thundurus Incarnate Forme,1
768,Tyrantrum,369,Seviper,768,Tyrantrum,1
681,Mienfoo,35,Nidoran♀,681,Mienfoo,1
426,Rayquaza,500,Hippopotas,426,Rayquaza,1
70,Kadabra,275,Sceptile,275,Sceptile,0
258,Smoochum,338,Electrike,338,Electrike,0
191,Togetic,418,Latias,191,Togetic,1
359,Spinda,696,Zweilous,359,Spinda,1
203,Hoppip,770,Aurorus,770,Aurorus,0
383,Milotic,223,Gligar,223,Gligar,0
425,Primal Groudon,147,Jolteon,425,Primal Groudon,1
665,Eelektrik,633,Zoroark,633,Zoroark,0
301,Swellow,64,Growlithe,301,Swellow,1
772,Hawlucha,487,Bonsly,772,Hawlucha,1
612,Sandile,621,Scraggy,612,Sandile,1
143,Lapras,243,Octillery,143,Lapras,1
595,Conkeldurr,523,Glaceon,523,Glaceon,0
654,Frillish,241,Corsola,654,Frillish,1
178,Hoothoot,99,Cloyster,99,Cloyster,0
407,Bagon,39,Nidorino,39,Nidorino,0
103,Mega Gengar,175,Feraligatr,103,Mega Gengar,1
223,Gligar,18,Kakuna,223,Gligar,1
724,Delphox,599,Throh,724,Delphox,1
681,Mienfoo,571,Pansage,681,Mienfoo,1
353,Numel,117,Lickitung,353,Numel,1
314,Slaking,97,Muk,314,Slaking,1
187,Pichu,270,Lugia,270,Lugia,0
779,Phantump,473,Drifloon,473,Drifloon,0
206,Aipom,275,Sceptile,275,Sceptile,0
595,Conkeldurr,337,Mega Medicham,337,Mega Medicham,0
355,Mega Camerupt,573,Pansear,355,Mega Camerupt,1
603,Leavanny,441,Empoleon,603,Leavanny,1
637,Gothorita,561,Oshawott,637,Gothorita,1
750,Doublade,17,Weedle,750,Doublade,1
537,Mow Rotom,767,Tyrunt,537,Mow Rotom,1
222,Dunsparce,533,Heat Rotom,533,Heat Rotom,0
722,Fennekin,309,Masquerain,309,Masquerain,0
130,Staryu,561,Oshawott,130,Staryu,1
738,Flabébé,643,Swanna,643,Swanna,0
604,Venipede,460,Wormadam Sandy Cloak,460,Wormadam Sandy Cloak,0
658,Galvantula,178,Hoothoot,658,Galvantula,1
482,Chingling,302,Wingull,302,Wingull,0
318,Whismur,247,Houndour,247,Houndour,0
471,Gastrodon,771,Sylveon,771,Sylveon,0
304,Ralts,417,Registeel,417,Registeel,0
246,Skarmory,408,Shelgon,246,Skarmory,1
268,Tyranitar,313,Vigoroth,313,Vigoroth,0
3,Venusaur,608,Whimsicott,608,Whimsicott,0
111,Exeggcute,256,Tyrogue,111,Exeggcute,1
44,Ninetales,539,Mesprit,44,Ninetales,1
790,Avalugg,583,Zebstrika,583,Zebstrika,0
457,Bastiodon,50,Gloom,50,Gloom,0
32,Raichu,284,Mega Swampert,32,Raichu,1
519,Magmortar,109,Voltorb,109,Voltorb,0
561,Oshawott,455,Rampardos,455,Rampardos,0
677,Cryogonal,430,DeoxysAttack Forme,430,DeoxysAttack Forme,0
267,Pupitar,113,Cubone,267,Pupitar,1
559,Pignite,703,Tornadus Incarnate Forme,703,Tornadus Incarnate Forme,0
638,Gothitelle,216,Misdreavus,216,Misdreavus,0
625,Cofagrigus,607,Cottonee,607,Cottonee,0
334,Mega Aggron,799,Hoopa Unbound,799,Hoopa Unbound,0
222,Dunsparce,474,Drifblim,474,Drifblim,0
777,Goodra,352,Wailord,777,Goodra,1
777,Goodra,704,Tornadus Therian Forme,704,Tornadus Therian Forme,0
440,Prinplup,313,Vigoroth,313,Vigoroth,0
610,Lilligant,417,Registeel,610,Lilligant,1
15,Metapod,131,Starmie,131,Starmie,0
7,Charizard,329,Mawile,7,Charizard,1
228,Qwilfish,620,Crustle,228,Qwilfish,1
797,Mega Diancie,375,Crawdaunt,797,Mega Diancie,1
343,Volbeat,634,Minccino,343,Volbeat,1
728,Bunnelby,606,Scolipede,606,Scolipede,0
294,Lotad,340,Mega Manectric,340,Mega Manectric,0
262,Blissey,468,Cherubi,262,Blissey,1
546,Giratina Origin Forme,493,Gabite,546,Giratina Origin Forme,1
789,Bergmite,712,Kyurem Black Kyurem,712,Kyurem Black Kyurem,0
707,Reshiram,459,Wormadam Plant Cloak,707,Reshiram,1
440,Prinplup,800,Volcanion,800,Volcanion,0
154,Aerodactyl,664,Tynamo,154,Aerodactyl,1
541,Dialga,697,Hydreigon,697,Hydreigon,0
570,Liepard,162,Dragonite,570,Liepard,1
572,Simisage,138,Mega Pinsir,138,Mega Pinsir,0
573,Pansear,98,Shellder,573,Pansear,1
497,Riolu,149,Porygon,497,Riolu,1
319,Loudred,480,Glameow,480,Glameow,0
348,Carvanha,172,Typhlosion,172,Typhlosion,0
357,Spoink,411,Beldum,357,Spoink,1
657,Joltik,616,Darmanitan Standard Mode,616,Darmanitan Standard Mode,0
714,Keldeo Ordinary Forme,633,Zoroark,714,Keldeo Ordinary Forme,1
67,Poliwhirl,272,Celebi,272,Celebi,0
383,Milotic,396,Snorunt,383,Milotic,1
731,Fletchinder,406,Luvdisc,406,Luvdisc,0
30,Arbok,208,Sunflora,30,Arbok,1
305,Kirlia,226,Snubbull,305,Kirlia,1
228,Qwilfish,30,Arbok,228,Qwilfish,1
281,Mudkip,513,Weavile,513,Weavile,0
550,Darkrai,532,Rotom,532,Rotom,0
489,Happiny,234,Sneasel,234,Sneasel,0
725,Froakie,380,Anorith,380,Anorith,0
174,Croconaw,276,Mega Sceptile,276,Mega Sceptile,0
557,Serperior,758,Malamar,557,Serperior,1
442,Starly,58,Meowth,58,Meowth,0
430,DeoxysAttack Forme,130,Staryu,430,DeoxysAttack Forme,1
724,Delphox,182,Spinarak,724,Delphox,1
128,Goldeen,593,Timburr,128,Goldeen,1
371,Solrock,415,Regirock,371,Solrock,1
181,Ledian,460,Wormadam Sandy Cloak,181,Ledian,1
175,Feraligatr,462,Mothim,175,Feraligatr,1
339,Manectric,686,Pawniard,339,Manectric,1
179,Noctowl,702,Virizion,702,Virizion,0
216,Misdreavus,300,Taillow,300,Taillow,0
358,Grumpig,650,Karrablast,358,Grumpig,1
428,Jirachi,330,Mega Mawile,428,Jirachi,1
719,Chespin,668,Beheeyem,668,Beheeyem,0
460,Wormadam Sandy Cloak,580,Tranquill,580,Tranquill,0
676,Beartic,519,Magmortar,519,Magmortar,0
725,Froakie,39,Nidorino,725,Froakie,1
191,Togetic,279,Blaziken,279,Blaziken,0
474,Drifblim,302,Wingull,302,Wingull,0
150,Omanyte,749,Honedge,150,Omanyte,1
671,Chandelure,630,Trubbish,671,Chandelure,1
131,Starmie,74,Machoke,131,Starmie,1
785,Gourgeist Average Size,544,Regigigas,544,Regigigas,0
411,Beldum,447,Kricketot,411,Beldum,1
658,Galvantula,337,Mega Medicham,658,Galvantula,1
602,Swadloon,503,Drapion,503,Drapion,0
275,Sceptile,663,Klinklang,275,Sceptile,1
745,Furfrou,495,Mega Garchomp,745,Furfrou,1
131,Starmie,611,Basculin,131,Starmie,1
694,Durant,512,Mega Abomasnow,694,Durant,1
535,Frost Rotom,201,Sudowoodo,535,Frost Rotom,1
494,Garchomp,582,Blitzle,494,Garchomp,1
664,Tynamo,316,Ninjask,316,Ninjask,0
426,Rayquaza,619,Dwebble,426,Rayquaza,1
705,Thundurus Incarnate Forme,528,Mega Gallade,705,Thundurus Incarnate Forme,1
177,Furret,245,Mantine,177,Furret,1
368,Zangoose,494,Garchomp,494,Garchomp,0
148,Flareon,423,Primal Kyogre,423,Primal Kyogre,0
623,Sigilyph,799,Hoopa Unbound,623,Sigilyph,1
557,Serperior,572,Simisage,557,Serperior,1
250,Kingdra,157,Articuno,157,Articuno,0
222,Dunsparce,154,Aerodactyl,154,Aerodactyl,0
657,Joltik,415,Regirock,657,Joltik,1
158,Zapdos,539,Mesprit,158,Zapdos,1
114,Marowak,768,Tyrantrum,768,Tyrantrum,0
627,Carracosta,178,Hoothoot,627,Carracosta,1
699,Volcarona,750,Doublade,750,Doublade,0
219,Girafarig,313,Vigoroth,313,Vigoroth,0
486,Bronzong,425,Primal Groudon,425,Primal Groudon,0
96,Grimer,604,Venipede,96,Grimer,1
422,Kyogre,54,Venonat,422,Kyogre,1
438,Infernape,425,Primal Groudon,438,Infernape,1
209,Yanma,296,Ludicolo,209,Yanma,1
249,Mega Houndoom,586,Gigalith,586,Gigalith,0
739,Floette,426,Rayquaza,739,Floette,1
448,Kricketune,177,Furret,177,Furret,0
646,Vanilluxe,252,Donphan,646,Vanilluxe,1
596,Tympole,359,Spinda,596,Tympole,1
256,Tyrogue,520,Togekiss,520,Togekiss,0
280,Mega Blaziken,168,Bayleef,280,Mega Blaziken,1
678,Shelmet,314,Slaking,314,Slaking,0
521,Yanmega,352,Wailord,521,Yanmega,1
595,Conkeldurr,209,Yanma,209,Yanma,0
457,Bastiodon,207,Sunkern,207,Sunkern,0
512,Mega Abomasnow,729,Diggersby,512,Mega Abomasnow,1
765,Helioptile,641,Reuniclus,641,Reuniclus,0
615,Darumaka,210,Wooper,615,Darumaka,1
74,Machoke,600,Sawk,600,Sawk,0
477,Mega Lopunny,84,Ponyta,477,Mega Lopunny,1
727,Greninja,411,Beldum,727,Greninja,1
398,Mega Glalie,601,Sewaddle,398,Mega Glalie,1
368,Zangoose,109,Voltorb,109,Voltorb,0
753,Spritzee,532,Rotom,532,Rotom,0
582,Blitzle,347,Swalot,582,Blitzle,1
237,Slugma,506,Carnivine,506,Carnivine,0
710,Landorus Therian Forme,458,Burmy,710,Landorus Therian Forme,1
124,Kangaskhan,317,Shedinja,317,Shedinja,0
155,Mega Aerodactyl,610,Lilligant,155,Mega Aerodactyl,1
643,Swanna,770,Aurorus,643,Swanna,1
200,Azumarill,773,Dedenne,773,Dedenne,0
593,Timburr,788,Gourgeist Super Size,788,Gourgeist Super Size,0
592,Mega Audino,73,Machop,592,Mega Audino,1
359,Spinda,207,Sunkern,359,Spinda,1
158,Zapdos,212,Espeon,212,Espeon,0
297,Seedot,374,Corphish,374,Corphish,0
769,Amaura,52,Paras,769,Amaura,1
343,Volbeat,712,Kyurem Black Kyurem,712,Kyurem Black Kyurem,0
501,Hippowdon,2,Ivysaur,2,Ivysaur,0
348,Carvanha,65,Arcanine,65,Arcanine,0
601,Sewaddle,240,Piloswine,240,Piloswine,0
232,Heracross,572,Simisage,572,Simisage,0
18,Kakuna,272,Celebi,272,Celebi,0
500,Hippopotas,770,Aurorus,770,Aurorus,0
614,Krookodile,771,Sylveon,614,Krookodile,1
105,Drowzee,522,Leafeon,522,Leafeon,0
798,Hoopa Confined,509,Mantyke,798,Hoopa Confined,1
775,Goomy,660,Ferrothorn,775,Goomy,1
584,Roggenrola,14,Caterpie,584,Roggenrola,1
793,Xerneas,585,Boldore,793,Xerneas,1
466,Buizel,257,Hitmontop,466,Buizel,1
679,Accelgor,648,Sawsbuck,679,Accelgor,1
645,Vanillish,473,Drifloon,473,Drifloon,0
